tweet_id,created_at,text,favorite_count,retweet_count,followers_count,screen_name
984193301015416835,2018-04-11 22:15:43,RT  You know you want to rewatch with hosting it,0,137,12822952,TheRock
984192946554617856,2018-04-11 22:14:18,I’m looking for BAD ASS WOMEN Where ya at ladies Ladies amp gents this is your FINAL chance to join me for a jo…,1862,269,12822952,TheRock
984160373917061120,2018-04-11 20:04:52,Im LIVE on giving away their BIGGEST prize yet  300000 Lets play RAMPAGE WorldTour InTheatersTomorrow,4341,467,12822952,TheRock
984150573934088193,2018-04-11 19:25:56,Literally walking downstairs right now to host ’s biggest game ever and I’m giving away 300000 litera…,4880,647,12822952,TheRock
984148775244623873,2018-04-11 19:18:47,Extraordinary box office run Worked hard to produce something fun and heartfelt audiences could eerience Congra…,4140,325,12822952,TheRock
984147166167011329,2018-04-11 19:12:23,Thx Bea Just heard this news around 1am last night Incredible and beyond my wildest of wild dreams Thank you fa…,2147,192,12822952,TheRock
984146676632997889,2018-04-11 19:10:26,Get your tickets now Your theater’s gonna SHAKE amp RUMBLE with RAMPAGE Have fun,1033,115,12822952,TheRock
984146134728921088,2018-04-11 19:08:17,Thanks man 1010 ain’t too shabby Glad you loved the movie and me getting eaten by the gigantic croc 🤙…,1369,144,12822952,TheRock
984143998884372480,2018-04-11 18:59:48,Heyyyy  Enjoy the movie,120,12,12822952,TheRock
984143684559036416,2018-04-11 18:58:33,The showdown happened in deed You punch way harder than eected my friend lol Thx for being a great host tonight,170,13,12822952,TheRock
984143261391405056,2018-04-11 18:56:52,RT  Less than an hour to go Join for the biggest game ever,0,60,12822952,TheRock
984139168728023042,2018-04-11 18:40:36,RT  HQties don’t forget ’s biggest game EVER is taking place in just a couple of hours Featuring guest host …,0,85,12822952,TheRock
984119027441205248,2018-04-11 17:20:34,MORE SAKE‍️ TODAY you WIN 300000 as we set an all time cash prize record for …,1773,180,12822952,TheRock
984110608609136641,2018-04-11 16:47:07,You fare much better at these things my friend My f’n cheeks cramp from smiling See ya soon,359,17,12822952,TheRock
984043590279102464,2018-04-11 12:20:49,RT  It’s 230am in London I can’t sleep Is it because A I just ate a salt beef beigel at Beigel Bake B I can’t stop t…,0,646,12822952,TheRock
984031864326270978,2018-04-11 11:34:13,Going LIVE w my ohana Live from London and I’ve been drinking Sake since after my 5am workout Sauces up and…,1644,151,12822952,TheRock
984031383575236612,2018-04-11 11:32:18,I write all my own tweets Ralphy boy,2044,45,12822952,TheRock
984020733805387776,2018-04-11 10:49:59,Yes sir happy you picked up on that Since my character was adopted by a Nigerian family I wanted his last name t…,6591,3161,12822952,TheRock
984017279271800835,2018-04-11 10:36:16,G’day Australia one of the few non dirty local terms I’ve picked up from my travels down under The RAMPAGE is…,2195,198,12822952,TheRock
984015652662009856,2018-04-11 10:29:48,RT  Get ready to Rampage with Dwayne Johnson at our 3D previews at his brand new actionpacked adventure Book your ti…,0,150,12822952,TheRock
983991477402562560,2018-04-11 08:53:44,You better wipe my brow tonight or I’m gonna fck you up Roman You better be nervous,3053,180,12822952,TheRock
983979189580779521,2018-04-11 08:04:54,Aw now you’re making me blush in a super manly way of course Thank ya for the kind words Grace M…,132,9,12822952,TheRock
983844507568562176,2018-04-10 23:09:44,I have a lil’ feeling you’re gonna have a lot fun Grace watching Rampage embargo lifts always make me nervous lol,800,37,12822952,TheRock
983823606714191872,2018-04-10 21:46:41,Yes waaaay taller And bigger And could drink me under the table Outstanding doc I absolutely loved it Congrats…,7015,704,12822952,TheRock
983823131860193283,2018-04-10 21:44:47,Can’t wait It’s LIVE so I’m gonna be nice and sauced up here in London for my interview Rampage,1559,153,12822952,TheRock
983722185201074176,2018-04-10 15:03:40,Awesome Enjoy the new RAMPAGE arcade game I sent your office Not sure if straddling the game is the way to play i…,2211,200,12822952,TheRock
983719387076050944,2018-04-10 14:52:33,Enjoy the movie my 305 fam We go waaaaay back screening is an “eerience” you’ll never forget Have fun…,1172,140,12822952,TheRock
983718649805422592,2018-04-10 14:49:37,Ok well hell we all may as well cry tomorrow then lol 🤙,674,28,12822952,TheRock
983714409812934657,2018-04-10 14:32:46,Hey the last thing I eected to be asked at the Rampage junket was how I deal with sadness but I’m glad I share m…,5215,703,12822952,TheRock
983712444823494656,2018-04-10 14:24:57,You got it To me Nat made it famous in the 40’s Then Connie then Sinatra I think it was that order Congrats…,884,85,12822952,TheRock
983711299434508288,2018-04-10 14:20:24,Anticipation for tomorrow’s record breaking game is insane I’m giving away 300000 Keep your phone clo…,2527,349,12822952,TheRock
983710201130795010,2018-04-10 14:16:03,RT  WOULD DWAYNE JOHNSON SAVE CHICAGO has convinced us all that he’s the man to call if trouble comes abrewin’— bu…,0,70,12822952,TheRock
983707891872890880,2018-04-10 14:06:52,Tequila today and family tomorrow  it’s a date Can anyone name one of my fav songs I started to sing And w…,1523,161,12822952,TheRock
983667174739820549,2018-04-10 11:25:04,One of the best Rampage movie reviews I’ve ever eerienced with emojis  Teach me your ways,1942,168,12822952,TheRock
983630253749874688,2018-04-10 08:58:22,Wow thank you Mr Bob I’m not pointing to the scoreboard yet but by early reports we may have broken that dang vid…,3131,291,12822952,TheRock
983629642744696832,2018-04-10 08:55:56,Awww glad I can assist in my small way She’s clearly awesome brave and smart,664,25,12822952,TheRock
983629407670669313,2018-04-10 08:55:00,We screened RAMPAGE on an IMAX theater to a packed house and it became a religious eerience Theater was rumbling…,1954,211,12822952,TheRock
983628746904227840,2018-04-10 08:52:22,Thx ya homeboy You’re gonna have a blast w Rampage,15,5,12822952,TheRock
983584841751986176,2018-04-10 05:57:55,Georrrrrrge lol Yo Don glad you had a blast with RAMPAGE Our monsters are bad ass,1462,113,12822952,TheRock
983558458816557056,2018-04-10 04:13:04,Of all the things my friends hit me up about I’ve never been texted more about something than me giving away 30…,9433,1093,12822952,TheRock
983557451483090944,2018-04-10 04:09:04,IN 3 DAYS the earth shakes rattles and rolls And I run RAMPAGE,5857,757,12822952,TheRock
983311769727713280,2018-04-09 11:52:49,See you Wed and enjoy the movie It’s epic and I get eaten by the monsters ITasteLikeChicken RAMPAGE,2574,192,12822952,TheRock
983311108382470144,2018-04-09 11:50:11,Bout to make ’s bigger badder and I did not drop any cuss words this time Get ready Rampage,2068,186,12822952,TheRock
983260101829103616,2018-04-09 08:27:31,RT  The first time the three of us had done a piece all together and at the same time it was niiiiice Thank you …,0,83,12822952,TheRock
983123317979779072,2018-04-08 23:23:59,Ayyyeee luv back D,3174,203,12822952,TheRock
983117699709628416,2018-04-08 23:01:39,One day Welcome home,901,31,12822952,TheRock
983000246518034432,2018-04-08 15:14:56,Thank you for luv scroll left Every event you stand outside and wait for hours for this…,1874,137,12822952,TheRock
983000203472113664,2018-04-08 15:14:46,Harry Asul 🤠 When our press friend calls my RAMPAGE costar  “Harry” by mistake…,4008,444,12822952,TheRock
983000178423627778,2018-04-08 15:14:40,I wanted to make sure RAMPAGE had real heart ️ so we anchored the story with the special bond…,1433,112,12822952,TheRock
983000173835153411,2018-04-08 15:14:39,Happy 16th Birthday Cheyanna scroll left Stay strong and we’re all sending strength your…,1293,101,12822952,TheRock
983000105694277632,2018-04-08 15:14:23,‘Cuz every girl’s crazy bout a sharp dressed man who once thought wearing a fanny pack and…,1891,123,12822952,TheRock
983000069803823104,2018-04-08 15:14:14,These are some good boys right here Bright futures well mannered and they’re already taller…,1147,93,12822952,TheRock
983000048572215296,2018-04-08 15:14:09,Crazy crowd energy Over 5000 fans tonight for our world premiere of RAMPAGE making this…,1177,101,12822952,TheRock
983000034680737792,2018-04-08 15:14:06,Take a deep breath laser focus and GO GlobalPressJunket NonStopWhirlwind RAMPAGE,1070,88,12822952,TheRock
982994583499001856,2018-04-08 14:52:26,Good to hang with you you big maniac 🤣 Thank you for your time brother and glad you loved the movie Keep domin…,5017,517,12822952,TheRock
982715353397714950,2018-04-07 20:22:52,Even if you’re a “curvy” kinda dude that’s no excuse to not be impeccable with your style …,5983,442,12822952,TheRock
982463036274434048,2018-04-07 03:40:15,Enjoyed our sit down w for Rampage as well as our business And why the gorilla and I…,2289,218,12822952,TheRock
982446901143285760,2018-04-07 02:36:08,Haha I’m still proudly taking one on the chin for my buff bad ass lesbian days Thank ya for the cove…,22391,2516,12822952,TheRock
982350120271282176,2018-04-06 20:11:34,Awesome night and great to meet ya Honored to receive the award but the real heroes are the families who “made it…,3242,292,12822952,TheRock
982304591432658944,2018-04-06 17:10:39,,168,8,12822952,TheRock
982295499301515265,2018-04-06 16:34:31,Honored to receive the Inspiration Award but more importantly happy to see such kindness and generosity in this bi…,3149,353,12822952,TheRock
982292378433142790,2018-04-06 16:22:07,Buddy if you’re gonna try and be quippy at least properly contextualize my whole statement,5230,277,12822952,TheRock
982166134718779392,2018-04-06 08:00:28,Thanks Jon for the great RAMPAGE review Its the kind ridiculous FUN you never knew you needed in your life til no…,2456,217,12822952,TheRock
981930049673707520,2018-04-05 16:22:21,I takes cares of my Millee’s ‍️️ GetToDaChoppa,4832,416,12822952,TheRock
981927950281883648,2018-04-05 16:14:01,I usually always just speak off the cuff and with no script aaaaaand this is what comes out when I have to int…,3108,313,12822952,TheRock
981926839986806785,2018-04-05 16:09:36,That’s pretty much the exact response I was hoping for lol Cool to see everyone have so much ridiculous fun with t…,1651,164,12822952,TheRock
981926209675149312,2018-04-05 16:07:06,That’s cool See our movie on Thurs 412 on opening night score 1000 bonus points And you’ll also win a free…,1478,167,12822952,TheRock
981788960576831488,2018-04-05 07:01:43,Thanks Yolanda Glad you had fun tonight And yes 100 the real star of RAMPAGE  my best friend George 🦍,1629,127,12822952,TheRock
981788559261614080,2018-04-05 07:00:07,Had to get one last “handsome sunnuva bitch” before we start the show lol Thanks for putting up with my cheesy jok…,1638,152,12822952,TheRock
981788024953389056,2018-04-05 06:58:00,RT  Rampage is ridiculous and fun Its a big movie kind of like Transformers back in the days when they were pretty go…,0,185,12822952,TheRock
981787767616122880,2018-04-05 06:56:59,Perfect lol Checks all the boxes my friend,424,15,12822952,TheRock
981787500422164480,2018-04-05 06:55:55,Haha well I had to thank a lot of people so I may as well have started with myself 🤣 Such a blast tonight…,1817,190,12822952,TheRock
981786956961951744,2018-04-05 06:53:45,Easily the biggest premiere US of my career Grateful to everyone all 5000 who joined us tonight Hope y’all…,4355,351,12822952,TheRock
981598371935797248,2018-04-04 18:24:23,Very selective when it comes to big profiles being done on me because it requires my personal space amp time to be gi…,9091,1064,12822952,TheRock
981587805028605952,2018-04-04 17:42:24,RT  Gang It’s happening World premiere is tonight and Rampage opens wide on April 13 So much incredible stuff to behold lik…,0,102,12822952,TheRock
981587495530844160,2018-04-04 17:41:10,RT   and The Pebble 🤣,0,10675,12822952,TheRock
981566847035195392,2018-04-04 16:19:07,See you tonight Michelle Fan girling is totally acceptable When you Stan me like has been doing f…,1802,187,12822952,TheRock
981566122741833728,2018-04-04 16:16:14,Looking forward to the hang my friend I forewarn you now I’m going to act like a raging Hollywood asshole for our…,1745,149,12822952,TheRock
981565509010272258,2018-04-04 16:13:48,Perfect choice It’s on its way amigo lol,61,6,12822952,TheRock
981565039395053570,2018-04-04 16:11:56,Thank you J Appreciate the note We all go thru the sludge and you’re right being vulnerable comes with that territory,274,28,12822952,TheRock
981562299231031296,2018-04-04 16:01:03,This is true I have “issues” where I reallyyyy enjoy surprising people with cars But if you ask for one then I w…,8529,738,12822952,TheRock
981557502222348293,2018-04-04 15:41:59,RT  Its so cool to see Ellen DeGeneres and Dwayne Johnson talking about the importance of protecting endangered g…,0,162,12822952,TheRock
981557445515296768,2018-04-04 15:41:46,RT  Chief Advancement Officer Anna Hutto presenting a poachers snare to  Thank you for supporting gorill…,0,77,12822952,TheRock
981517857178570752,2018-04-04 13:04:27,First look at my new cover This one means a lot to me as I’ve come full circle We’re all in the sam…,10017,1074,12822952,TheRock
981390853389406209,2018-04-04 04:39:47,Yes sir one of the coolest eeriences Motion capture that’s incredible similar to Andy Serkis in Planet of the A…,2868,254,12822952,TheRock
981388337209593856,2018-04-04 04:29:47,Always the best time w you amigo A blast talking RAMPAGE and thank you for stepping in as our doula when we have…,3418,266,12822952,TheRock
981304846971097088,2018-04-03 22:58:01,CONGRATS to our RAMPAGE winners around the who I’ve hand picked to join me at our premieres in London amp LA You…,2298,250,12822952,TheRock
981279790534557696,2018-04-03 21:18:28,Big love back brother Same hell different devils,368,31,12822952,TheRock
981279645575168000,2018-04-03 21:17:53,RT  Just when you thought you can’t get impressed more by He does it againMy utmost respect for sharing this…,0,231,12822952,TheRock
981276183705759744,2018-04-03 21:04:08,Our mixtape hittin’ the streets next week RockAndPebble OnlyBangers PutSomeRespekOnIt 🤣,24311,3580,12822952,TheRock
981275604233408512,2018-04-03 21:01:49,Poacher’s snare Powerful symbol of gorilla conservation given to me by ’s Chief…,1690,182,12822952,TheRock
981259757234266112,2018-04-03 19:58:51,Totally not weird at all DJLuvsFrances,2903,263,12822952,TheRock
981214779481104385,2018-04-03 17:00:08,Take a min and watch this for a good much need laugh Thanks to my dude for being the best fcking wors…,2862,290,12822952,TheRock
981212359690567680,2018-04-03 16:50:31,RT  ’s new movie has a big gorilla but this little gorilla can do a lot to save real gorillas Get yours at https…,0,700,12822952,TheRock
980678769433239552,2018-04-02 05:30:13,Got tons of responses to this Thank you We all go thru the sludgeshit and depression never discriminates Took m…,102760,26187,12822952,TheRock
980667412134608897,2018-04-02 04:45:05,Busy is always a good thing It’s a helluva lot better than the alternative of being unemployed  which I sadly was…,53882,9836,12822952,TheRock
980665781225627648,2018-04-02 04:38:36,I’ve met both and would highly recommend you go with TSwizzle The big brown bald tattooed one is complicated and…,20384,2497,12822952,TheRock
980659666324606976,2018-04-02 04:14:18,Hey man I get it We all go thru the sludge and shit Stay strong and make sure you’re talking to…,4996,1036,12822952,TheRock
980655988943433728,2018-04-02 03:59:42,Haha that’s effed up man Little do you know I was actually ET,32,4,12822952,TheRock
980630145558986753,2018-04-02 02:17:00,We have an awesome fundraising event this week supporting  I know what it’s like to be evicted as…,1456,187,12822952,TheRock
980629109721067520,2018-04-02 02:12:53,Prepare for a huge fun intense ride And dude between us it’s ok to cry at the end See ya at the junket…,2361,226,12822952,TheRock
980627812783550465,2018-04-02 02:07:44,Can’t wait We fittin’ to get turnt as well say in the hood 🤙 See you soon El,2111,152,12822952,TheRock
980624270060503042,2018-04-02 01:53:39, Great movie and global box office score Very happy Congrats team RP1,4619,432,12822952,TheRock
980551491168518144,2018-04-01 21:04:27,Yeah brother it’s a bit too much for your lil’ man It’s an intense PG 13 Tell him I said Happy Easter,21,4,12822952,TheRock
980490531649159168,2018-04-01 17:02:14,My face tells the story lol This was a fun one with my dude,2539,217,12822952,TheRock
980485795185270784,2018-04-01 16:43:24,Happy Easter everyone from our Johnson ohana to yours Totally appropriate for me to eat this candy too since “Eas…,20096,1260,12822952,TheRock
980269695449235457,2018-04-01 02:24:42,27 if they’re plastic bags 18 34’s if they’re paper bags And 47 if bags are made out of that new rubber biscuit material,30,7,12822952,TheRock
980174467631431680,2018-03-31 20:06:18,The open calf wrestling boot was an idea for OG wrestler named George Wells He gave my pops an old pair…,1342,77,12822952,TheRock
980171944824733696,2018-03-31 19:56:17,For our RAMPAGE we partnered with my good buds at to create an awesome toy line that has seen phenomenal…,5113,649,12822952,TheRock
979607977823846401,2018-03-30 06:35:16,Such an awesome vid Yes Lyla as my good buddy Jar…,55,11,12822952,TheRock
979430209635012608,2018-03-29 18:48:53,T…,100,26,12822952,TheRock
979387421870645248,2018-03-29 15:58:52,RT  Watch and me in  in theatres April 13th I had so much fun filming this and I cant wait…,0,276,12822952,TheRock
979386502726672384,2018-03-29 15:55:13,Helluva facility coach Thank you for letting our production crash it for the day I’ll take you up on…,2189,279,12822952,TheRock
979218765215748096,2018-03-29 04:48:41,RT  So This happened while I’m on SpringBreak with the kids Go Denzel—I mean 🤣️ Heeey Dwayne …,0,74,12822952,TheRock
979207549470760960,2018-03-29 04:04:07,Luv Stef Bad ass and beautiful She’s a great representation for our new ProjectRock collection…,1462,147,12822952,TheRock
